id,area,available_icu_beds_with_ventilator,pincode,district,last_updated_date,total_beds_without_oxygen,available_beds_without_oxygen,total_icu_beds_without_ventilator,total_beds_with_oxygen,hospital_phone,last_updated_time,hospital_name,available_icu_beds_without_ventilator,total_icu_beds_with_ventilator,available_beds_with_oxygen,hospital_address,last_updated_on
940,Sangareddy,3,502295,Sangareddy,02/05/2021,4,4,-1,16,9441782501,07:23:13 AM,MANJEERA HOSPITAL,-1,3,0,"near Bypass, Pothreddipalle, Telangana 502295, India",1619920393000
941,Sangareddy,0,502319,Sangareddy,01/05/2021,20,5,-1,20,8008123479,02:02:13 PM,MAXCARE HOSPTAL-PATANCHERU,-1,6,3,"House No. 3-23/1, GMR Complex, Market Rd, Patancheru Industrial Area, Patancheruvu, Telangana 502319, India",1619857933000
942,Sangareddy,0,500020,Sangareddy,02/05/2021,25,5,-1,25,9000011453,11:54:22 AM,MEDICOVER HOSPITAL - CHANDANAGAR,-1,10,0,"Kalyani Towers, Door No 22, 99, Mumbai Hwy, opposite Gandemma Temple, Kailash Nagar, Chanda Nagar, Hyderabad, Telangana 500020, India",1619936662000
943,Sangareddy,0,,Sangareddy,01/05/2021,150,147,-1,70,9985396285,02:24:28 PM,MNR MEDICAL COLLEGE AND HOSPITAL,-1,10,36,,1619859268000
944,Sangareddy,2,502001,Sangareddy,02/05/2021,0,0,-1,20,9908800900,08:24:27 AM,N CARE  HOSPITAL - R C PURAM,-1,10,10,"Tadlapalle, Sangareddy, Telangana 502001, India",1619924067000
945,Sangareddy,0,502205,Sangareddy,01/05/2021,26,17,-1,4,8500667189,12:29:09 PM,Ordnance Factory Hospital-Sangareddy,-1,0,3,"Yeddumailaram, Medak, Telangana 502205, India",1619852349000
946,Sangareddy,0,502001,Sangareddy,02/05/2021,6,0,-1,4,7702270153,08:06:52 AM,PADMAVATHI MULTI SPECIALTY HOSPITAL,-1,8,0,"NH161, Marepally, Ahmed Nagar, Sangareddy, Telangana 502001, India",1619923012000
947,Sangareddy,0,502032,Sangareddy,01/05/2021,0,0,-1,21,8008411414,02:13:37 PM,PANACEA MERIDIAN HOSPITAL,-1,24,3,"OPPOSITE TO BEERAMGUDA KAMAN, R C PURAM, HYDERABAD,, SANGAREDDY DIST, MRF Colony, RC Reddy Colony, Hyderabad, Telangana 502032, India",1619858617000
948,Sangareddy,1,502001,Sangareddy,02/05/2021,5,5,-1,3,8374790990,10:48:47 AM,SAHASRA HOSPITAL,-1,13,2,"IITH Main Rd, Manjeera Nagar, Balaji Nagar, Sangareddy, Telangana 502001, India",1619932727000
949,Sangareddy,2,,Sangareddy,02/05/2021,1,0,-1,4,9441179148,01:20:42 PM,Sahithi Hospital-Sangareddy,-1,5,1,,1619941842000
950,Sangareddy,0,502001,Sangareddy,02/05/2021,0,0,-1,18,9985646565,10:08:35 AM,SAI RAM HOSPITAL,-1,10,4,"Sitara Theatre Line, beside District Court, Veerabhadra Nagar, Sangareddy, Telangana 502001, India",1619930315000
951,Sangareddy,0,,Sangareddy,01/05/2021,24,19,-1,5,7729009960,05:06:43 PM,Sanrohi Hospital-Zaheerabad,-1,0,1,,1619869003000
952,Sangareddy,0,,Sangareddy,02/05/2021,0,0,-1,32,9133326448,09:23:16 AM,SHREE BALAJI MEDICOVER HOSPITAL- SANGAREDDY,-1,4,12,,1619927596000
953,Sangareddy,0,,Sangareddy,02/05/2021,0,0,-1,0,9550570871,07:32:19 AM,Sishu Raksha Hospital-Sangareddy,-1,0,0,,1619920939000
954,Sangareddy,8,502001,Sangareddy,02/05/2021,4,3,-1,8,9866786785,09:41:17 AM,SN HOSPITAL,-1,8,0,"Someshwarwada, Nalsabgadda, Sangareddy, Telangana 502001, India",1619928677000
955,Sangareddy,2,502295,Sangareddy,02/05/2021,4,4,-1,6,9494423032,12:15:32 PM,SRI LAXMI VENKATESHWARA ORTHO AND MATERNITY NURSING HOME,-1,2,6,"Road no-6 , Vidyanagar colony Sri Lakshmi Venkateshwara hospital sangareddy, Vidya Nagar Colony, Sangareddy, Telangana 502295, India",1619937932000
956,Sangareddy,0,502295,Sangareddy,01/05/2021,10,1,-1,3,8919190156,07:45:04 AM,SRI TIRUMALA HOSPITAL,-1,0,0,"Road no-6 , Vidyanagar colony Sri Lakshmi Venkateshwara hospital sangareddy, Vidya Nagar Colony, Sangareddy, Telangana 502295, India",1619835304000
957,Sangareddy,0,502001,Sangareddy,02/05/2021,1,1,-1,21,9885033304,12:16:11 PM,SUNRISE HOSPITAL ,-1,7,2,"Sy no 203/2,Polt no 16 & 17, sai, Krushi Nagar, Sangareddy, Telangana 502001, India",1619937971000
958,Sangareddy,10,502001,Sangareddy,02/05/2021,200,192,-1,15,9885500242,09:47:29 AM,TRR INSTITUTE OF MEDICAL SCIENCES,-1,10,14,"Medak-Sangareddy Rd, Veerabhadra Nagar, Sangareddy, Telangana 502001, India",1619929049000
959,Siddipet,0,502279,Siddipet,02/05/2021,500,443,-1,40,9849521108,09:51:42 AM,RVM CHARITABLE TRUST - SIDDIPET,-1,4,14,"H.No.2-51/1, Laxmakkapally Village, Mulugu, Mamidipally, Siddipet, Telangana 502279, India",1619929302000
960,Siddipet,2,502375,Siddipet,02/05/2021,250,190,-1,13,8123491717,10:35:51 AM,"SURABHI, INSTITUTE OF MEDICAL SCIENCES - SIDDIPET",-1,33,2,"Siddipet-Husnabad, Mundrai, Telangana 502375, India",1619931951000
961,Suryapet,1,,Suryapet,28/04/2021,5,0,-1,8,--,10:54:57 PM,OM HOSPITAL ,-1,3,3,,1619630697000
962,Suryapet,15,,Suryapet,29/04/2021,5,4,-1,0,--,07:10:19 PM,"SRI KAMALA HOSPITAL,OPP.VIJETHA HOTEL SURYAPET ",-1,20,0,,1619703619000
963,Suryapet,3,508206,Suryapet,30/04/2021,5,4,-1,2,--,01:08:59 PM,"SRI SAI SRINIVASA HOSPITAL, KODAD",-1,3,2,"Mathanagar, Kodad, Telangana 508206, India",1619768339000
964,Suryapet,0,,Suryapet,02/05/2021,9,9,-1,1,--,01:54:45 PM,"SRI SUDHA CHILDRENS HOSPITAL, SURYAPET",-1,0,1,,1619943885000
965,Suryapet,0,,Suryapet,01/05/2021,0,0,-1,0,--,07:30:56 PM,"VIJAYA KRISHNA NURSING HOME AND MULTI SPECIALITY HOSPITAL, SURYAPET",-1,0,0,,1619877656000
966,Vikarabad,0,,Vikarabad,27/04/2021,5,0,-1,3,--,04:22:13 PM,ADITHIYA CRITICAL CARE AND MULTI SPECIALITY HOSPITAL ,-1,0,0,,1619520733000
967,Vikarabad,0,,Vikarabad,27/04/2021,10,0,-1,0,--,04:23:02 PM,"MUDDA VEERA MALLAPPA  HOSPITAL,",-1,0,0,,1619520782000
968,Vikarabad,0,,Vikarabad,27/04/2021,20,20,-1,2,--,08:07:47 PM,"SABITHA ANAND  HOSPITAL,",-1,0,2,,1619534267000
969,Vikarabad,0,,Vikarabad,27/04/2021,30,20,-1,2,--,04:23:33 PM,"SRI ANANTH MALTI SPECIALITY HOSPITAL,",-1,0,0,,1619520813000
970,Wanaparthy,0,,Wanaparthy,28/04/2021,1,1,-1,1,--,02:36:42 PM,DR. BRAMHA REDDY PRAJAVYDYA SHALA,-1,0,1,,1619600802000
971,Wanaparthy,0,509103,Wanaparthy,02/05/2021,1,1,-1,3,--,12:02:18 PM,DR. RAMESH BABU HOSPITAL,-1,0,3,"44, 104, Raja Margam, Chandapur, Raigadda, Wanaparthy, Telangana 509103, India",1619937138000
972,Wanaparthy,0,,Wanaparthy,28/04/2021,0,0,-1,0,--,01:45:25 PM,PRAJA VAIDYASHALA,-1,0,0,,1619597725000
973,Wanaparthy,1,,Wanaparthy,28/04/2021,3,3,-1,2,--,01:47:20 PM,"RAHUL HOSPITAL, KOTHAKOTA",-1,1,2,,1619597840000
974,Wanaparthy,0,,Wanaparthy,01/05/2021,10,10,-1,0,--,05:22:37 PM,SHANTHI HOSPITAL,-1,0,0,,1619869957000
975,Warangal Urban,0,506001,Warangal Urban,30/04/2021,8,8,-1,2,--,10:13:43 AM,SRINIVASA HOSPITAL,-1,0,2,"Near Julaiwada Jenda Subedari Hanamkonda, Revenue Colony, Subedari, Warangal, Telangana 506001, India",1619757823000
976,Wanaparthy,0,509104,Wanaparthy,20/04/2021,4,4,-1,2,9666995723,03:06:40 PM,"SRI RAGHAVENDRA HOSPITAL, OPP : BSNL, OFFICE, PEBBAIR",-1,0,2,"Pebbair, Telangana 509104, India",1618911400000
977,Warangal Urban,0,506002,Warangal Urban,26/04/2021,4,4,-1,0,9908750673,01:18:39 PM,SRI SAI HOSPITAL,-1,0,0,"Kashibugga, near Siddayya Hotel, Shanthi Nagar, Kashibugga, LB Nagar, Warangal, Telangana 506002, India",1619423319000
978,Wanaparthy,0,,Wanaparthy,28/04/2021,0,0,-1,0,--,02:11:50 PM,SRI VENKATA SAI MATERNITY AND SURGICAL NURSING HOME,-1,0,0,,1619599310000
979,Wanaparthy,0,,Wanaparthy,01/05/2021,10,10,-1,15,--,08:53:23 PM,SRUSTI HOSPITAL,-1,0,15,,1619882603000
980,Wanaparthy,7,509103,Wanaparthy,24/04/2021,13,13,-1,10,--,12:27:36 PM,SUDHA NURSING HOME,-1,7,10,"Wanaparthy, Bandarnagar, Wanaparthy, Telangana 509103, India",1619247456000
981,Warangal Urban,0,506001,Warangal Urban,01/05/2021,5,5,-1,0,--,03:55:23 PM,VASAVI HOSPITAL,-1,0,0,"Balasamudram, #1-8-81/2, Sai Nagar, Hanamkonda, Telangana 506001, India",1619864723000
982,Wanaparthy,0,,Wanaparthy,28/04/2021,8,8,-1,8,--,01:45:01 PM,V- CARE HOSPITAL,-1,0,8,,1619597701000
983,Wanaparthy,0,509103,Wanaparthy,17/04/2021,2,2,-1,2,9966660363,05:00:28 PM,"VIMOCHANA HOSPITAL, SURGICAL CARE AND MATERNITY HEALTH CARE",-1,0,2,"Teachers Colony, Bandarnagar, Wanaparthy, Telangana 509103, India",1618659028000
984,Wanaparthy,7,,Wanaparthy,01/05/2021,13,13,-1,5,--,02:07:43 PM,WANAPARTHY MULTISPECILITY HOSPITAL,-1,7,5,,1619858263000
985,Adilabad,1,504001,Adilabad,28/04/2021,9,9,-1,0,9441882027,12:59:55 PM,AMMA HOSPITAL,-1,1,0,"Beside collector chowk, near RIMS, Rickshaw Colony, Adilabad(U), Telangana 504001, India",1619594995000
986,Warangal Rural,0,506132,Warangal Rural,28/04/2021,10,10,-1,0,9440755158,04:04:48 PM,AMRUTHA HOSPITAL,-1,0,0,"Narsampet, Warangal, NH-365, Warangal Narasampet Road, Narsampet, Narsampet, Telangana 506132, India",1619606088000
987,Warangal Rural,0,506001,Warangal Rural,28/04/2021,4,4,-1,1,9985111655,10:58:08 AM,AMRUTHA MULTI SPECIALITY HOSPITAL,-1,0,1,"6-2-84/1, Vijaya Theater Road, Kakaji Colony, Kakaji Nagar Colony, Hanamkonda, Telangana 506001, India",1619587688000
988,Warangal Rural,0,506002,Warangal Rural,28/04/2021,3,3,-1,21,9866776874,12:01:00 PM,KARUNASREE MULTI SPECIALITY HOSPITAL,-1,0,21,"9-8-87, Jayaprakash Narayan Road, near Satya Hospital, Sherpura, Warangal, Telangana 506002, India",1619591460000
989,Warangal Rural,2,506002,Warangal Rural,29/04/2021,18,0,-1,7,9490855730,09:30:08 AM,LALITHA NURSING HOME,-1,2,6,"3-16-312/2 Opposite Govt. ITI Besides: Royal Enfield Showroom and Gayatri Colleges, Mulugu Rd, Vidya Nagar, Warangal, Telangana 506002, India",1619668808000
990,Warangal Rural,2,506313,Warangal Rural,29/04/2021,1,1,-1,2,9542767772,09:53:24 AM,LAXMI GANAPATHY HOSPITAL,-1,2,2,"Vardhanapeta, Telangana 506313, India",1619670204000
991,Warangal Rural,3,,Warangal Rural,02/05/2021,6,6,-1,3,8790562200,07:39:27 AM,LIFE CARE HOSPITAL ,-1,3,3,,1619921367000
992,Warangal Rural,0,506001,Warangal Rural,28/04/2021,4,4,-1,6,9347649620,09:28:29 AM,LITTLE STAR CHILDRENS HOSPITAL ,-1,0,6,"Hanamkonda, Warangal-Hyderabad Road, Nakkalagutta, Nakkala Gutta, Waddepalle Rural, Telangana 506001, India",1619582309000
993,Warangal Rural,0,506002,Warangal Rural,28/04/2021,15,15,-1,0,9440146523,11:15:33 AM,MADHAVI NURSING HOME ,-1,0,0,"11-23-1022, Narsampet Rd, Pochamma Maidan, LB Nagar, Warangal, Telangana 506002, India",1619588733000
994,Warangal Rural,0,506002,Warangal Rural,01/05/2021,3,3,-1,2,9849333227,06:48:47 PM,MALLIKA MATERNITY AND GENERAL NURSING HOME,-1,0,2,"LB Nagar Rd, Beside LAZEEZ BAKERS, LB Nagar, Warangal, Telangana 506002, India",1619875127000
995,Warangal Rural,0,508101,Warangal Rural,02/05/2021,12,12,-1,3,9908998619,09:00:04 AM,MAMATHA MATERNITY AND CHILDREN NURSING HOME ,-1,0,3,"Aler, Nalgonda, NH-163, Warangal Hyderabad Road, Aler, Alair, Telangana 508101, India",1619926204000
996,Warangal Rural,6,506132,Warangal Rural,02/05/2021,0,0,-1,12,9440093935,07:33:02 AM,PAVAN HOSPITAL - NARSAMPET,-1,8,9,"Krishna Nagar, Narsampet, Telangana 506132, India",1619920982000
997,Warangal Rural,0,506002,Warangal Rural,28/04/2021,8,7,-1,2,9440724341,11:35:32 AM,SAI SHREE MULTI SPECIALITY HOSPITAL,-1,0,1,"Mandi Bazar, Jayaprakash Narayan Road, Girmajipet, Warangal, Telangana 506002, India",1619589932000
998,Warangal Rural,6,506005,Warangal Rural,28/04/2021,8,8,-1,6,9848047787,03:58:50 PM,SANTHOSH NURSING HOME ,-1,6,6,"19-6-209, Mahankali St, near Jawaharlal Nehru Statue, Telangana Nagar, Adarsha Colony, Rangashaipet, Warangal, Telangana 506005, India",1619605730000
999,Warangal Rural,0,506001,Warangal Rural,02/05/2021,8,8,-1,2,9885577155,10:13:05 AM,SRILATHA NURSING HOME,-1,0,2,"Collectorate Warangal Rural, 1-8-360, NH163, Balasamudram, Hanamkonda, Telangana 506001, India",1619930585000
1000,Warangal Rural,6,506011,Warangal Rural,29/04/2021,36,36,-1,8,9949491548,09:28:19 AM,SRI SRINIVASA MATERNITY AND SURGICAL NURSING HOME ,-1,6,8,"Hyderabad - Warangal Hwy, Raganna Darwaja, New Raipura, Raipura, Hanamkonda, Telangana 506011, India",1619668699000
1001,Warangal Rural,5,506002,Warangal Rural,29/04/2021,1,1,-1,1,9966463333,10:27:33 AM,SRI VENKATESHWARA MULTI SPECIALITY HOSPITAL,-1,5,1,"13-2-213, Phatak St, Mattewada, Mathwada, Warangal, Telangana 506002, India",1619672253000
1002,Warangal Rural,3,506001,Warangal Rural,28/04/2021,30,30,-1,8,9866412022,04:55:26 PM,SRUJANA HOSPITAL,-1,3,5,"Kaloji Marg, near ekashila park, Balasamudram, Hanamkonda, Telangana 506001, India",1619609126000
1003,Warangal Rural,0,,Warangal Rural,02/05/2021,12,12,-1,4,9440107360,01:12:44 PM,SUNAY MATERNITY AND SURGICAL NURSING HOME,-1,0,4,,1619941364000
1004,Warangal Urban,0,506002,Warangal Urban,28/04/2021,5,5,-1,0,9666559811,01:00:53 PM,SURYA HOSPITAL,-1,0,0,"Mulugu Rd, Tadkamalla Village, Warangal, Telangana 506002, India",1619595053000
1005,Warangal Rural,7,506164,Warangal Rural,02/05/2021,10,10,-1,8,9010866609,11:54:54 AM,SUSHRUTHA HOSPITAL,-1,7,8,"BHAVANI NAGAR, Parkal, Telangana 506164, India",1619936694000
1006,Warangal Rural,6,,Warangal Rural,27/04/2021,6,6,-1,0,9440150354,12:42:41 PM,VANDANA NURSING HOME ,-1,6,0,,1619507561000
1007,Warangal Urban,0,506002,Warangal Urban,28/04/2021,4,4,-1,4,9912452337,12:25:50 PM,VENKATESHWARA HOSPITAL,-1,0,4,"13-2-213, Phatak St, Mattewada, Mathwada, Warangal, Telangana 506002, India",1619592950000
1008,Warangal Rural,7,506002,Warangal Rural,28/04/2021,3,3,-1,10,9949322022,10:37:38 AM,VNR NURSING HOME,-1,7,10,"11-23-1022, Narsampet Rd, Pochamma Maidan, LB Nagar, Warangal, Telangana 506002, India",1619586458000
1009,Warangal Urban,0,506007,Warangal Urban,01/05/2021,5,5,-1,0,9849091196,08:21:29 PM,AARADHYA HOSPITAL,-1,0,0,"Mulugu Rd, Vidya Nagar, Warangal, Telangana 506007, India",1619880689000
1010,Warangal Urban,0,506001,Warangal Urban,01/05/2021,50,50,-1,0,9390103619,08:22:09 PM,ADHITYA HOSPITAL,-1,0,0,"Warangal- Opposite Police Parade Grounds, Opposite Police Head Quarters, Kishanpura, Hanamkonda, Telangana 506001, India",1619880729000
1011,Warangal Urban,0,506001,Warangal Urban,02/05/2021,5,0,-1,5,9390056663,07:16:41 AM,ADHYA KIDS CARE HOSPITAL,-1,0,0,"Srinivasa Nagar, Hanamkonda, Telangana 506001, India",1619920001000
1012,Warangal Urban,0,506001,Warangal Urban,02/05/2021,8,0,-1,50,9704983555,09:28:03 AM,ADITHYA HOSPITAL - HANAMKONDA,-1,32,0,"Warangal- Opposite Police Parade Grounds, Opposite Police Head Quarters, Kishanpura, Hanamkonda, Telangana 506001, India",1619927883000
1013,Warangal Urban,0,506001,Warangal Urban,02/05/2021,4,0,-1,4,8978015293,09:20:27 AM,A.K HOSPITALS,-1,0,2,"1-7-1006/1,Hunter Road,Near Adalath Opp : Bajaj Showroom, beside Warangal Public School, Santosh Nagar Colony, Advocates Colony, Nakkala Gutta, Hanamkonda, Telangana 506001, India",1619927427000
1014,Warangal Urban,6,506011,Warangal Urban,01/05/2021,4,4,-1,10,8179886523,03:26:10 PM,ALANJKAR PLASTIC SURGERY HOSPITALS,-1,6,10,"Alankar Cir, Raganna Darwaja, Kakatiya Colony, Hanamkonda, Telangana 506011, India",1619862970000
1015,Warangal Urban,7,506006,Warangal Urban,02/05/2021,0,0,-1,0,--,07:55:25 AM,AMRUTHA CHILDRENS HOME ,-1,10,0,"H.No. 7-74, B.C Colony Mupparam (V),Dharmasagar (M Warangal Dist, Powers Colony, Warangal, Telangana 506006, India",1619922325000
1016,Warangal Urban,0,506001,Warangal Urban,02/05/2021,0,0,-1,31,9494321598,01:26:14 PM,AMRUTHA HOSPITAL - WARANGAL (U),-1,0,0,"#1-8-6 Behind Asian Sridevi Mall, Balasamudram, Hanamkonda, Telangana 506001, India",1619942174000
1017,Warangal Urban,5,506001,Warangal Urban,01/05/2021,35,35,-1,10,9849105609,08:22:47 PM,APARNA ENT HOSP.,-1,5,10,"2-5-680, Subedari, Subedari, Warangal, Telangana 506001, India",1619880767000
1018,Warangal Urban,0,506009,Warangal Urban,01/05/2021,30,30,-1,20,9347057480,09:19:19 AM,APARNA NURSING HOME,-1,0,20,"Karimnagar-Warangal Rd, opposite of RTO Office place, Nayeem Nagar, Hanuman Nagar, Hanamkonda, Telangana 506009, India",1619840959000
1019,Warangal Urban,0,506001,Warangal Urban,01/05/2021,23,23,-1,0,9849079419,09:19:41 AM,ARAVINDA HOSPITAL,-1,0,0,"1-8-34/1, opp. Hayagreeva Chary Ground, Balasamudram, Hanamkonda, Telangana 506001, India",1619840981000
1020,Warangal Urban,2,506001,Warangal Urban,02/05/2021,0,0,-1,8,9849079419,12:01:33 PM,ARAVINDHA SUPER SPECIALITY HOSPITAL - HANAMKONDA,-1,22,2,"1-8-34/1, opp. Hayagreeva Chary Ground, Balasamudram, Hanamkonda, Telangana 506001, India",1619937093000
1021,Warangal Urban,0,506007,Warangal Urban,01/05/2021,20,20,-1,0,9177620758,09:21:17 AM,"ARKA HOSPITAL, METERNITY GENERAL NURSING HOME",-1,0,0,"Opposite Gemini Talkies, Swami Vivekananda Rd, Matwada, Warangal, Telangana 506007, India",1619841077000
1022,Warangal Urban,0,506003,Warangal Urban,01/05/2021,20,20,-1,0,9059866071,09:21:42 AM,ARPITHA NURSING HOME,-1,0,0,"25-5-60, Somidi Road, Kazipet, Kazipet, Vivekananda Colony, Rahamatnagar, Warangal, Telangana 506003, India",1619841102000
1023,Warangal Urban,0,506001,Warangal Urban,01/05/2021,20,20,-1,10,9989416823,09:22:09 AM,ASWINI HOSPITAL,-1,0,10,"2-5-32, Hyderabad - Warangal Hwy, Nakkala Gutta, Hanamkonda, Telangana 506001, India",1619841129000
1024,Warangal Urban,0,506007,Warangal Urban,02/05/2021,30,0,-1,46,9989616097,09:12:12 AM,AZARA HOSPITALS - HANAMKONDA,-1,20,0,"Mulugu Rd, Vidya Nagar, Warangal, Telangana 506007, India",1619926932000
1025,Warangal Urban,0,506001,Warangal Urban,01/05/2021,18,18,-1,0,9440282760,09:22:50 AM,BABYS LIFE HOSPITAL,-1,0,0,"Baby’s life hospital,H. No 6-2-10,Old Gomathi hospital, Kakaji colony Hanamkonda, Near Bus stand, Kakaji Colony, Kakaji Nagar Colony, Warangal, Telangana 506001, India",1619841170000
1026,Warangal Urban,0,506002,Warangal Urban,01/05/2021,10,10,-1,0,9490125159,08:25:15 PM,BALAJI HOSPITAL,-1,0,0,"Swami Vivekananda Rd, opposite Ram Laxman Theatre, Mathawada, Ramannapet, Warangal, Telangana 506002, India",1619880915000
1027,Warangal Urban,0,506005,Warangal Urban,01/05/2021,6,6,-1,0,9849187928,08:23:38 PM,BALAJI HOSPITAL AND GEN.MATERNITY,-1,0,0,"Urus Bodrai, Warangal, Telangana 506005, India",1619880818000
1028,Warangal Urban,0,506003,Warangal Urban,01/05/2021,15,15,-1,5,9490300460,08:25:46 PM,BHARATHI NURSING HOME ,-1,0,5,"Fathima Nagar Cathedral Building, Hyderabad - Warangal - Bhopalpatnam Hwy, Siddharthanagar, Hanamkonda, Telangana 506003, India",1619880946000
1029,Warangal Urban,0,506001,Warangal Urban,01/05/2021,0,0,-1,8,9985900646,08:26:18 PM,BHAVANA HOSPITAL,-1,0,8,"S V Colony, Nakkala Gutta, Hanamkonda, Telangana 506001, India",1619880978000
1030,Warangal Urban,0,506001,Warangal Urban,01/05/2021,10,10,-1,0,9440519981,08:27:37 PM,BHAVANA NURSING HOME ,-1,0,0,"S V Colony, Nakkala Gutta, Hanamkonda, Telangana 506001, India",1619881057000
1031,Warangal Urban,0,506001,Warangal Urban,01/05/2021,18,18,-1,2,9989040636,08:27:57 PM,BLUE LINE HOSPITAL,-1,0,2,"Sai Baba Temple Road, Behind Asian Sridevi Mall - Hanamkonda , Warangal, Balasamudram, Hanamkonda, Telangana 506001, India",1619881077000
1032,Warangal Urban,0,506001,Warangal Urban,01/05/2021,10,10,-1,0,9848769956,08:28:15 PM,BYRAM SUPER SPECIALITY HOSPITAL ,-1,0,0,"Door no 6-2, 11/1, Vijaya Theater Road, Kakaji Colony, 1st left, Kakaji Nagar Colony, Warangal, Telangana 506001, India",1619881095000
1033,Warangal Urban,3,506002,Warangal Urban,01/05/2021,15,15,-1,2,9949461658,08:28:34 PM,CARE CHILDRENS HOSPITAL AND DIAGNOSTICS,-1,3,2,"Jayaprakash Narayan Road, Near Laxmi Talkies Bus Stop, Sherpura, Warangal, Telangana 506002, India",1619881114000
1034,Warangal Urban,0,506001,Warangal Urban,01/05/2021,10,10,-1,5,9985273030,08:29:08 PM,CHAKRAVARTHY HOSPITALS(SURGICAL AND LAPROSCOPIC CENTRE AMRUTHA COMPLEX,-1,0,5,"Hanamkonda - Pegadapally Rd, Sai Nagar, Hanamkonda, Telangana 506001, India",1619881148000
1035,Warangal Urban,5,506002,Warangal Urban,01/05/2021,40,40,-1,5,--,01:57:18 PM,CUREWELL HOSPITAL,-1,5,5,"15-1-48 MG Road Near M.G.M hospital, Auto Nagar, Kothawada, Warangal, Telangana 506002, India",1619857638000
1036,Warangal Urban,0,506001,Warangal Urban,01/05/2021,18,18,-1,2,9849324977,01:57:41 PM,DR. GOUDA RAMESH ENT CENTER,-1,0,2,"# 7-1-64, Bus Stand Road Beside Asian Sridevi Mall, opp. Kalyani Hospital, Near Asian Mall, Sai Nagar, Hanamkonda, Telangana 506001, India",1619857661000
1037,Warangal Urban,0,506001,Warangal Urban,01/05/2021,15,15,-1,5,7680950686,01:58:08 PM,DR.RAJU ENT HOSPITAL,-1,0,5,"Laxmipuram, Kakaji Nagar Colony, Hanamkonda, Telangana 506001, India",1619857688000
1038,Warangal Urban,0,506011,Warangal Urban,01/05/2021,50,50,-1,0,9849058355,01:58:27 PM,DR.SHARAT MAXIVISION  EYE HOSPITAL,-1,0,0,"Alankar Cir, Raganna Darwaja, Kakatiya Colony, Hanamkonda, Telangana 506011, India",1619857707000
1039,Warangal Urban,0,506001,Warangal Urban,01/05/2021,13,13,-1,2,9966320466,01:58:55 PM,DR.VASAVI HOSPITAL,-1,0,2,"Lashkar Singaram, Naim Nagar, Hanamkonda, Telangana 506001, India",1619857735000
1040,Warangal Urban,0,506001,Warangal Urban,01/05/2021,10,10,-1,30,9440264209,03:51:02 PM,G.R.HOSPITAL,-1,0,24,"Kaloji St, Indian Overseas, Bank Lane, Nakkala Gutta, Hanamkonda, Telangana 506001, India",1619864462000
1041,Warangal Urban,4,506007,Warangal Urban,02/05/2021,20,20,-1,13,8008802299,09:41:53 AM,GUARDIAN MULTI SPECIALITY HOSPITAL,-1,17,5,"House No. 15-1-237, Opposite L.B. College, Mulugu 'X' Road, Road, Vidya Nagar, Warangal, Telangana 506007, India",1619928713000
1042,Warangal Urban,0,506001,Warangal Urban,01/05/2021,15,15,-1,5,9912799352,02:00:58 PM,HITAM CARDIAC CENTRE,-1,0,5,"1-8-4, Near Asian sridevi mall, Hanuman Temple Rd, Balasamudram, Hanamkonda, Telangana 506001, India",1619857858000
1043,Warangal Urban,0,506001,Warangal Urban,02/05/2021,0,0,-1,14,7337332240,09:57:24 AM,HOPE HOSPITAL - HANAMKONDA,-1,10,0,"Kakaji Colony, Kakaji Nagar Colony, Hanamkonda, Telangana 506001, India",1619929644000
1044,Warangal Urban,0,506011,Warangal Urban,01/05/2021,15,15,-1,5,9246890146,09:54:55 PM,"JANANI MATERNITY, INFERTILITY AND LAPAROSCOPIC CENTRE",-1,0,5,"# 7-3-94, Machili Bazar, Brahmanawada, Hanamkonda, Machili Bazar, Brahmanawada, Warangal, Telangana 506011, India",1619886295000
1045,Warangal Urban,0,506001,Warangal Urban,01/05/2021,10,4,-1,6,9307333555,02:33:40 PM,JANATHA HOSPITAL,-1,6,0,"506001 near fire station,opposite pathfinder school. hanmakonda hanmakonda, Srinivasa Nagar, Warangal, Telangana 506001, India",1619859820000
1046,Warangal Urban,0,506011,Warangal Urban,02/05/2021,0,0,-1,12,9849162262,08:31:40 AM,JAYA HOSPITAL - HANAMKONDA,-1,0,1,"Chowrasta,Hanamakonda,Warangal, Andhra Pradesh, Kakaji Nagar Colony, Hanamkonda, Telangana 506011, India",1619924500000
1047,Warangal Urban,0,506002,Warangal Urban,01/05/2021,20,20,-1,0,9395505143,09:56:17 PM,JAYALAXMI HOSPITAL ,-1,0,0,"9-5-15, Jayaprakash Narayan Road, Mandi Bazar, Girmajipet, Warangal, Telangana 506002, India",1619886377000
1048,Warangal Urban,0,506015,Warangal Urban,01/05/2021,17,17,-1,8,9849195556,09:56:54 PM,JEEVAK HOSPTAL,-1,0,8,"Balaji Function Hall Lane, Near KITS College, Bheemaram, Hanamkonda, Telangana 506015, India",1619886414000
1049,Warangal Urban,2,506001,Warangal Urban,02/05/2021,0,0,-1,12,9849024545,07:38:36 AM,KALYANI HOSPITAL ,-1,6,9,"Bus Stand Road, Near Asian Mall, Sai Nagar, Hanamkonda, Telangana 506001, India",1619921316000
