id,total_beds_allocated_to_covid,available_icu_beds_with_ventilator,pincode,total_beds_without_oxygen,officer_name,hospital_phone,officer_designation,hospital_name,available_icu_beds_without_ventilator,total_icu_beds_with_ventilator,hospital_address,district,total_beds_with_oxygen,available_beds_with_oxygen,last_updated_on,hospital_category,area,fee_regulated_beds,available_beds_without_oxygen,total_icu_beds_without_ventilator,charges
320,13,0,,3,No Data Available,9822094249,No Data Available,"Pune International Burns & Cosmetic Center, Bhosari",3,0,"Pune International Burns & Cosmetic Center, 'Shivganga' Chandani Chowk, Pune Nashik Road, Bhosari, Pune-",Pune,7,7,1619943541000,DCHC,PCMC,0,3,3,Chargeable
321,15,0,,6,No Data Available,7588093056,No Data Available,"Rahane Hospital, Charholi Budruk",0,0,"Rahane Hospital, Pune Alandi Road Next to Sai Mandir, Bhosari",Pune,9,0,1619943541000,DCHC,PCMC,0,3,0,Chargeable
322,25,0,,10,No Data Available,9359179066,No Data Available,"Rainbow Hospital, Kalewadi",0,0,"Below Vaijnath Bank, Tapkir Chowk, Kalewadi, Pune 17",Pune,15,7,1619943541000,DCHC,PCMC,0,3,0,Chargeable
323,16,0,,9,No Data Available,9545438058,No Data Available,"Rainbow Multispeciality Hosp, Krushna Nagar, Chinchwad",0,1,"Plot no 6, Secor no 20, Om Sai Market Krushna Nagar Akurdi 19",Pune,4,2,1619943541000,DCHC,PCMC,0,1,2,Chargeable
324,15,0,,0,No Data Available,9850227365,No Data Available,"Rode Hospital, Dighi",0,0,Sai Park Survey no 84 Dighi Bhosari road 15,Pune,15,0,1619943541000,DCHC,PCMC,0,0,0,Chargeable
325,59,0,,0,No Data Available,020-67332199,No Data Available,Ruby Ailcare Services Pvt. Ltd,0,29,"1st floor, 150 No. YCMH , Sant tukaram Nagar, Pimpri Pune- 411018",Pune,0,0,1619943541000,DCHC,PCMC,0,0,30,Chargeable
326,28,0,,0,No Data Available,8380001749,No Data Available,"Sabale Superspeciality Hosp, Bhosari",0,0,"Pune - Nashik Highway, Sai Venkata Trade Centre, Bhosari, Pimpri-Chinchwad, Maharashtra 411039",Pune,28,15,1619943541000,DCHC,PCMC,0,0,0,Chargeable
327,40,0,,0,No Data Available,8446077689,No Data Available,"Sai Criticare, Kiwale",0,10,"C/O Sai Criticare Hospital, 1st Floor, Vartak Nagar-thane West, Thane - 400606, Laxmi Market, Near Canara Bank & Ratnakar Bank",Pune,30,18,1619943542000,DCHC,PCMC,0,0,0,Chargeable
328,30,0,411019,9,No Data Available,9890943695,No Data Available,"Sai Speciality Hospital, Chikhali",0,4,"Sane chowk,Chikali Road , Morewasti, krushnanagar/ Koyananagar, Pimpri-Chinchwad, Chikhli road, Akurdi, Pune, Maharashtra 411019",Pune,15,0,1619943541000,DCHC,PCMC,0,0,2,Chargeable
329,15,0,,10,No Data Available,9922661831,No Data Available,"Saidham Multispeciality Hospital, Bhosari",0,0,Landewadi Road Bhosari,Pune,5,1,1619943541000,DCHC,PCMC,0,9,0,Chargeable
330,13,0,,0,No Data Available,9730651565,No Data Available,"Saileela Hospital, Pimpale Gurav",0,1,"Katepuram Chowk, Pimple Gurav",Pune,11,3,1619943541000,DCHC,PCMC,0,0,1,Chargeable
331,20,0,411033,15,No Data Available,9970254593,No Data Available,"Saksham Hospital, Thergaon",0,0,"Aundh Ravet BRT Road, Near Kaveri Nagar Subway, Police Line Corner Near Sonai Mangal Karyalay, Thergaon, Kalewadi, Pimpri-Chinchwad, Maharashtra 411033",Pune,2,0,1619943541000,DCHC,PCMC,0,11,3,Chargeable
332,15,0,,5,No Data Available,8149091707,No Data Available,"Sanjeevani Hospital, Chikhali",0,0,"Plot no 168 Sc. 19 Pradhikaran, sane Chowk",Pune,10,9,1619943541000,DCHC,PCMC,0,4,0,Chargeable
333,17,0,,3,No Data Available,9822737476,No Data Available,"Sant Tukaram Multispeciality Shivkrupa Hosp, Chikhali",0,1,"gaon,pune 411062, Dehu - Alandi Rd, Vrindavan Chikhali Patil Nagar, chickhali gaon, Chikhali, Pimpri-Chinchwad, Maharashtra 411062",Pune,10,7,1619943541000,DCHC,PCMC,0,3,3,Chargeable
334,12,0,,6,No Data Available,7218646464,No Data Available,"Sarvadnya Multispeciality Hospital, Moshi",0,1,"Sable Heights Gat no 284, Bharatmata Chowk dehuroad Moshi",Pune,5,1,1619943541000,DCHC,PCMC,0,5,0,Chargeable
335,41,0,,0,No Data Available,9822022868,No Data Available,"Sevadharam Hospital, Moshi",14,0,"LLp Plot No 1, sector-9, sant nagar, spine road, PCNTDA, Moshi, Pune 412105",Pune,27,12,1619943541000,DCHC,PCMC,0,0,14,Chargeable
336,15,0,411044,3,No Data Available,9822246881/ 7350100177,No Data Available,"Shende Hospital, Pimple Saudagar",1,1,"Plot No, 613 B, Kashinath Kadam Rd, Sindhu Nagar, Sector 25, Pradhikaran, Nigdi, Pimpri-Chinchwad, Maharashtra 411044",Pune,8,3,1619943540000,DCHC,PCMC,0,2,3,Chargeable
337,50,0,,0,No Data Available,9309125521,No Data Available,"Shree Anand Memorial Hospital, Thegaon",0,0,"Dange Chowk Road, Vandev Nagar, opposite Royal Court, Thergaon, Pimpri-Chinchwad, Maharashtra 411033",Pune,50,46,1619943540000,DCHC,PCMC,0,0,0,Chargeable
338,28,0,411039,1,No Data Available,7887884983,No Data Available,"Shree Gajanan Hospital, Bhosari",0,1,"Heera Plaza, Vitthal Arcade, Gavhanevasti, Bhosari, Pimpri-Chinchwad, Maharashtra 411039",Pune,23,18,1619943541000,DCHC,PCMC,0,0,3,Chargeable
339,20,0,,10,No Data Available,9322365446,No Data Available,"Shree Hospital, Sangvi",0,0,"Shree Hospital & Maternity Home,324, Sangvi Pune 411 027",Pune,5,1,1619943541000,DCHC,PCMC,0,7,5,Chargeable
340,15,0,,0,No Data Available,9860492631/ 9511944491,No Data Available,"Shree Krupa Multispeciality Hospital, Kalewadi",0,0,Vijay Nagar Kalewadi 17,Pune,15,10,1619943541000,DCHC,PCMC,0,0,0,Chargeable
341,10,0,,0,No Data Available,7769096297,No Data Available,Shree Mangalmurti Hospital Rahatani,0,0,"Near Talathi Office, Kalewadi Rahatni",Pune,10,7,1619943541000,DCHC,PCMC,0,0,0,Chargeable
342,28,0,,12,No Data Available,9881558230,No Data Available,Shree Multispeciality Hospital and ICU Moshi,0,2,"Gat No 284, Moshi Dehuroad",Pune,12,0,1619943541000,DCHC,PCMC,0,0,2,Chargeable
343,24,0,,0,No Data Available,7774035428,No Data Available,"Shree Multispeciality Hospital, Bhosari",0,0,"Shree Multispeciality Hospital, Bhau Complex Pune Nashik Highway, Dhawadewaasti, Bhosari",Pune,20,15,1619943541000,DCHC,PCMC,0,0,4,Chargeable
344,17,0,,5,No Data Available,9172242754,No Data Available,"Shri Nageshwar Surgical and General Hospital, Moshi",0,0,"Shri Nageshwar surgical and General Hospital, Moshi Chikhali",Pune,12,7,1619943541000,DCHC,PCMC,0,5,0,Chargeable
345,18,0,,12,No Data Available,9561363382,No Data Available,"Shri Sai Seva Hospital, Sant Tuakram Nagar",0,0,"Shri Sai Seva Hospital, Om Sai Park Sant Tukaram Nagar, Bhosari",Pune,6,6,1619943541000,DCHC,PCMC,0,10,0,Chargeable
346,18,0,,8,No Data Available,7798886059/ 8788417470,No Data Available,"Shri Samarth Krupa Health Center, Wakad",0,0,"Sadguru Colony No 2 Datta Mandir Road, Opp Alankar jweller, wakad 57",Pune,10,10,1619943541000,DCHC,PCMC,0,0,0,Chargeable
347,33,0,,14,No Data Available,8237081881,No Data Available,"Shri Samarth MS Hospital, Pimple Gurav",0,1,"Opp Neeluphule Natyaguh, Near Katepuram Chowk, Pimple Gurav",Pune,16,6,1619943541000,DCHC,PCMC,0,9,2,Chargeable
348,24,0,,4,No Data Available,8208829311,No Data Available,Siddhi Hospital Dighi,1,0,"Gavali Corner Near Siddheshwar Highschool, Dighi",Pune,17,8,1619943541000,DCHC,PCMC,0,4,3,Chargeable
349,21,0,,2,No Data Available,9850035471,No Data Available,Snehbandh Multispeciality Hospital,2,1,"Sundrbaugh, colony, Nr. 11. no Bus Stop, Dapodi, Pune",Pune,13,4,1619943541000,DCHC,PCMC,0,0,5,Chargeable
350,39,0,411033,0,No Data Available,7507927474,No Data Available,"Sonali Memorial Hospital,Dange Chouk",5,2,"Near, Dange Chowk Rd, near dhaije school, Gujar Nagar, Jai Hind nagar, Thergaon, Pune, Maharashtra 411033",Pune,25,7,1619943541000,DCHC,PCMC,0,0,12,Chargeable
351,30,0,411033,0,No Data Available,9604569051,No Data Available,"Spandan Hopsital, Thergaon",0,2,"Sr no 19-3 plot no A-1 Bhoir Plaza, Dange Chowk Rd, Pune, Maharashtra 411033",Pune,22,7,1619943541000,DCHC,PCMC,0,0,6,Chargeable
352,110,0,,44,No Data Available,9822122888,No Data Available,"Star Hospital, Akurdi",0,13,"Yash Towers, Akurdi Hospital Shop No.1, oppo bank of Maharashtra, Old Mumbai - Pune Hwy, Akurdi Gaothan, Vivek Nagar, Akurdi, Pune, Maharashtra 411035",Pune,31,0,1619943542000,DCHC,PCMC,0,8,22,Chargeable
353,20,0,,16,No Data Available,8007100757,No Data Available,Star Speciality Hospital. Moshi,0,0,"Star Hospital, borhadewasti Moshi, Pune",Pune,4,0,1619943541000,DCHC,PCMC,0,12,0,Chargeable
354,110,0,,66,No Data Available,9850933512,No Data Available,"Sterling Multispeciality Hospital, Akurdi",0,7,"Near, Sector 27, Sant Dyaneshwar Chowk, Pradhikaran, Nigdi, Pimpri-Chinchwad, Maharashtra 411044",Pune,30,2,1619943540000,DCHC,PCMC,0,16,7,Chargeable
355,20,0,,12,No Data Available,9112210227,No Data Available,Sunil Wankhede Multispeciality Hospital,0,1,"Vikas Naggar Kiwale, Dehuroad Pune 412101",Pune,3,0,1619943541000,DCHC,PCMC,0,10,4,Chargeable
356,31,0,411019,16,No Data Available,9922926844,No Data Available,"Surya Hospital, Krishna Nagar",0,2,"Om sai market, B wing, sec.No.20 Krishna nagar Chikhli Road Chinchwad Pune 19",Pune,10,0,1619943541000,DCHC,PCMC,0,0,3,Chargeable
357,15,0,,0,No Data Available,7709123192,No Data Available,"Tambekar Hospital, Chikhali",5,2,"Pooja Mangal Karyalay, Sonawane Wasti Road, Chikhali",Pune,8,5,1619943540000,DCHC,PCMC,0,0,5,Chargeable
358,15,0,,0,No Data Available,7038527724,No Data Available,"Triveni Hospital, Walhekarwadi",0,1,Aga Coloney Near Aher Garden Walhekarwadi Chinchwad Pune 33,Pune,10,6,1619943540000,DCHC,PCMC,0,0,4,Chargeable
359,25,0,,15,No Data Available,8668872330,No Data Available,"Unity Hospital, Dudulgaon",2,0,"oshi Alandi Road , Yogeshwar heights , dudhulgaon , tal _haveli, Dist, Pune, Maharashtra 412105",Pune,6,3,1619943540000,DCHC,PCMC,0,9,4,Chargeable
360,20,0,,5,No Data Available,9960086699,No Data Available,"Varad Hospital & Critical Care, Kiwale",0,1,"Maalwale Nagar, No. 2, Adarsh Nagar Rd, Kiwale, Ravet, Pimpri-Chinchwad, Maharashtra 412101",Pune,9,0,1619943540000,DCHC,PCMC,0,4,5,Chargeable
361,40,0,411033,25,No Data Available,8975768407,No Data Available,"Vatsalya Children Hosp, Dange Chowk",0,1,"Khinwasara Trade Center, 1st & 2nd floor, वाकड़ मार्ग, Dange Chowk Rd, Mangal Nagar, Thergaon, Pune, Maharashtra 411033",Pune,10,0,1619943540000,DCHC,PCMC,0,4,4,Chargeable
362,45,0,,0,No Data Available,7720005912,No Data Available,"Vedant Hospital, MIDC Chinchwad",0,3,Sambhajinagar MIDC Chinchwad,Pune,32,0,1619943540000,DCHC,PCMC,0,0,10,Chargeable
363,25,0,411017,6,No Data Available,8668575601,No Data Available,"Vighnaharta Hospital,Rahatani",0,0,"Jyotiba Colony, Somdas Colony Godambe Chauk Opp Starling Blooms Kalewadi Rahatani, Rode, Pimpri-Chinchwad, Maharashtra 411017",Pune,15,8,1619943540000,DCHC,PCMC,0,3,4,Chargeable
364,47,0,,13,No Data Available,2027438888,No Data Available,"Vital Multispeciality Hospital, Pimpri",0,2,"Plot 127, CTS No. 6392, Udyam Nagar, near Anna Saheb Magar stadium, New Telco road, Pimpri, Pune, 411018",Pune,28,16,1619943540000,DCHC,PCMC,0,8,4,Chargeable
365,27,0,,11,No Data Available,8956355554,No Data Available,"Vivekanand Hospital, Bhosari",2,0,"Surya Heights, Nashik - Pune Hwy, Vitthal Arcade, Gavhanevasti, Bhosari, Pimpri-Chinchwad, Maharashtra 411039",Pune,9,6,1619943540000,DCHC,PCMC,0,11,7,Chargeable
366,86,0,,10,Dr Doifode Varsha,02029517760,Additional Civil Surgeon,District Hospital Aundh Pune,0,14,Pune,Pune,52,0,1619785259000,DCH,CS/Nagarpalika,86,0,10,Government Free
367,25,0,,15,Dr Ghanshyam Ahire,9527042828,No Data Available,"Alandi Hospital, Alandi",0,2,Alandi Pune,Pune,7,0,1619422641000,DCHC,CS/Nagarpalika,0,10,1,Government Free
368,30,0,,10,No Data Available,8275111131 02027671210,No Data Available,Dr Babasaheb Ambedkar Dehuroad Cantonment General Hospital Dehuroad,0,0,Dehuroad,Pune,20,12,1619884466000,DCHC,CS/Nagarpalika,30,10,0,Government Free
369,30,0,,0,DR. JADHAV,8007529199,No Data Available,Rh Alandi,0,0,alandi pune,Pune,30,0,1619761133000,DCHC,CS/Nagarpalika,0,0,0,Government Free
370,25,0,,0,Dr. Prashant Shinde,9561383251,MS,RH Narayangaon,0,3,Narayangaon Pune,Pune,18,0,1619764603000,DCHC,CS/Nagarpalika,0,0,4,Government Free
371,30,0,,0,Dr. Pandhare,9420840048,No Data Available,RH Nhavara Shirur,0,0,"RH Nhavara, Shirur, Pune",Pune,30,0,1619884400000,DCHC,CS/Nagarpalika,30,0,0,Government Free
372,30,0,,0,No Data Available,9096165183,No Data Available,RH Shirur,0,0,RH Shirur,Pune,30,0,1619924661000,DCHC,CS/Nagarpalika,30,0,0,Government Free
373,205,0,,61,Dr. Kale,9689154522,MS,SDH Baramati,0,19,Pune,Pune,125,0,1619933961000,DCHC,CS/Nagarpalika,0,0,0,Government Free
374,50,0,,0,Dr. Sabane,8007992008,MO,SDH Bhor,0,6,Sub District Hopital Bhor,Pune,44,0,1619941795000,DCHC,CS/Nagarpalika,0,0,0,Government Free
375,40,0,,10,Dr. Dange,8983451788,MS,SDH Daund,0,7,Sub District Hopital Daund,Pune,23,0,1619858753000,DCHC,CS/Nagarpalika,40,0,0,Government Free
376,119,0,,100,Dr. Bhushan Somwanshi,9422882480,No Data Available,Matoshree Madanbhai Hospital Shirur,0,1,"Shirur, Pune",Pune,15,0,1597643337000,DCH,CS/Nagarpalika,100,51,3,Chargeable
377,256,0,410507,120,Dr. Sandip Kumar,"8087099040, 02114308380, 02114308386",Nodal Officer,MIMER Hospital,0,5,"Yashwant Nagar Rd, Yashwant Nagar, Talegaon Dabhade, Maharashtra 410507",Pune,116,1,1619927335000,DCH,CS/Nagarpalika,256,100,15,Chargeable
378,31,0,,0,No Data Available,7387565123,No Data Available,Shree ganesha multispeciality hospital,0,4,Shirur 412210,Pune,27,0,1619946363000,DCH,CS/Nagarpalika,0,0,0,Chargeable
379,102,0,,30,Dr Shinde,9822288512,Dean,Smt Kashibai Navale Medical College(Narhe),0,5,"S.No, 49/1, Mumbai Pune Bypass Rd, Narhe, Pune, Maharashtra 411041",Pune,60,13,1595686989000,DCH,CS/Nagarpalika,0,0,7,Chargeable
380,63,0,,14,No Data Available,9860899858,No Data Available,"Vedant Hospital, Shirur, Pune",0,4,"Shirur, Pune",Pune,35,0,1619780866000,DCH,CS/Nagarpalika,63,0,10,Chargeable
381,18,0,,6,No Data Available,9975051000,No Data Available,"Adhar Hospital, Shingave Avasari Budruk Ambegaon",0,1,Avasari Budruk Ambegaon,Pune,11,0,1619766909000,DCHC,CS/Nagarpalika,0,3,0,Chargeable
382,50,0,410501,38,No Data Available,9975929995 9960762286,No Data Available,"Arogyam Hospital, Chakan",0,1,"Talegaon-Chakan Rd, Ranubai Mala, Chakan, Maharashtra 410501",Pune,7,0,1619928663000,DCHC,CS/Nagarpalika,0,0,4,Chargeable
383,20,0,,5,No Data Available,9975709871,No Data Available,Bhakti Hospital Sanaswadi,0,0,"Sanaswadi, Shirur, Pune",Pune,10,0,1619761158000,DCHC,CS/Nagarpalika,0,0,5,Chargeable
384,50,0,412301,19,Dr S G Rawal,9422005819,MS,"Chintamani Hospital, Saswad",0,2,"Swarna Nagari, Saswad, Maharashtra 412301",Pune,24,8,1619930465000,DCHC,CS/Nagarpalika,20,19,5,Chargeable
385,20,0,,2,Rajendra Dhande,8080262001,MO,"Dhande Hospital,Junnar",0,2,"Alephata,Pune Nashik Highway",Pune,12,0,1619846530000,DCHC,CS/Nagarpalika,5,1,4,Chargeable
386,10,0,,5,No Data Available,9028595874,No Data Available,Dr.Gujrati Hospital,0,0,Manchar,Pune,2,0,1619926026000,DCHC,CS/Nagarpalika,10,0,3,Chargeable
387,50,0,,17,Dr. Omkar Jagtap,8605195775,MS,"Jaihind Hospital, Chakan",0,3,"Chakan, Pune",Pune,20,0,1619678090000,DCHC,CS/Nagarpalika,50,0,10,Chargeable
388,70,0,,25,Dr. Mahesh Kudale,7385159540,MS,"Jivanrekha Multispeciality Hospital, Dehuroad, Pune",0,2,"Dehuroad, Pune",Pune,37,2,1619929906000,DCHC,CS/Nagarpalika,0,5,6,Chargeable
389,30,0,,7,No Data Available,9822331088,No Data Available,khaire hospital Narayangaon,0,0,Hanuman chauk.Narayangaon Tal junnar Dist pune,Pune,20,0,1619704665000,DCHC,CS/Nagarpalika,0,0,3,Chargeable
390,39,0,,12,Dr. Shalaka Lonkar,9921829010`,Head of the hospital,"Mahalaxmi Hospital,",0,4,"Gopalwadi Road,Daund, PUNE",Pune,9,0,1619761174000,DCHC,CS/Nagarpalika,45,0,14,Chargeable
391,25,0,,13,No Data Available,7447430043,No Data Available,Manchar City Hospital,0,2,Manchar City Hospital,Pune,10,0,1619700865000,DCHC,CS/Nagarpalika,25,0,0,Chargeable
392,8,0,,0,No Data Available,7558585866,No Data Available,"Manisha Hospital, Junnar",0,2,Junnar,Pune,6,0,0,DCHC,CS/Nagarpalika,0,0,0,Chargeable
393,20,0,,10,No Data Available,"9284968321, 8208083738",No Data Available,"Matoshree Hospital, Manchar",0,0,"Manchar, Sai Complex, Pimpalgaon Phata, taluka Ambegaon Dist Pune",Pune,5,0,1619678303000,DCHC,CS/Nagarpalika,0,0,5,Chargeable
394,14,0,,0,No Data Available,9960922091,No Data Available,Matruchhaya Hospital Shirur,0,1,Sushila park shirur 412210,Pune,10,0,1619927348000,DCHC,CS/Nagarpalika,0,0,3,Chargeable
395,27,0,,12,No Data Available,8983856781,No Data Available,Patil Hospital Daund,0,3,Daund,Pune,11,0,1619780980000,DCHC,CS/Nagarpalika,0,0,1,Chargeable
396,40,0,,20,Dr.Lodha,7798838485,ms,"Pulse Hospital, Narhe, Pune",0,4,"Narhe, Pune",Pune,13,0,1619941943000,DCHC,CS/Nagarpalika,40,0,3,Chargeable
397,24,0,,2,No Data Available,9545019848,No Data Available,"Pushpalaxmi Hospital, Daund",0,3,Daund,Pune,17,0,1619781277000,DCHC,CS/Nagarpalika,0,0,2,Chargeable
398,45,0,,10,Dr. Samir Kulkarni,9326444168,No Data Available,Pyramid Hospital Daund,0,1,"Sahakar Chowk, Daund",Pune,34,0,1619935170000,DCHC,CS/Nagarpalika,0,0,0,Chargeable
399,25,0,,0,Dr. Indraneel Patil,9421000077,No Data Available,RH Kale Colony,0,0,"Kale Colony,MAVAL",Pune,25,0,1619778855000,DCHC,CS/Nagarpalika,0,0,0,Chargeable
400,33,0,,0,Dr. Rawat,9373943534,MS,RH Saswad,0,3,Pune,Pune,30,0,1619761191000,DCHC,CS/Nagarpalika,30,0,0,Chargeable
401,15,0,,5,Dr. Omkar Kajale,9665914363,MO,Sanjeevani Chest and General Hospital,0,0,"Rajgurunagar, Kacheri Road, Next to Janata Baker, Tal- Khed, Pune",Pune,10,2,1619935482000,DCHC,CS/Nagarpalika,0,3,0,Chargeable
402,25,0,,5,No Data Available,8624033223,No Data Available,"sanjivani hospital, manchar",0,0,Manchar,Pune,10,0,1619937884000,DCHC,CS/Nagarpalika,0,0,10,Chargeable
403,21,0,,10,No Data Available,9850125517,No Data Available,"Shi Vinayak Hospital,Manchar",0,1,"Mulewadi road,Manchar",Pune,2,0,1619753640000,DCHC,CS/Nagarpalika,20,0,8,Chargeable
404,15,0,,8,Sudhir Napte,9096729839,MO,Shree Hospital Shirur,0,0,karandi shirur pune,Pune,7,0,1619761457000,DCHC,CS/Nagarpalika,0,5,0,Chargeable
405,35,0,,10,Dr. Vishal Kukade,9970784634,MO,"Shree Hospital, Varale, Maval",1,0,"Varale, Maval",Pune,17,10,1619779588000,DCHC,CS/Nagarpalika,0,10,8,Chargeable
406,23,0,,10,No Data Available,9372249999,No Data Available,Shree Morya Multi Specialty Hospital Shirur,4,2,Trimurti Complex pune- Nagar Highway Karegaon.Tal Shirur Dist Pune.412220,Pune,7,7,1617862495000,DCHC,CS/Nagarpalika,0,0,4,Chargeable
407,12,0,,1,Dr vijay Modak,8888842195,Medical Officer,Shreenath Hospital wadki,0,0,"Wadki,Pune saswad road tal-haveli,dist-pune",Pune,4,1,1619754975000,DCHC,CS/Nagarpalika,0,1,7,Chargeable
408,10,0,,6,DR BHUSHAN LALGE,7020086597,OWNER,SIDDHIVINAYAK HOSPITAL NARHE,0,0,"NARHE RD , BEHIND NAVALE HOSPITAL, NARHE",Pune,4,2,1619761641000,DCHC,CS/Nagarpalika,0,4,0,Chargeable
409,80,0,,50,No Data Available,9579894848,No Data Available,"Sparsh Hospital, somatane phata",0,5,"Maval, Pune",Pune,10,0,1619843617000,DCHC,CS/Nagarpalika,80,0,15,Chargeable
410,15,0,,0,No Data Available,8788740927,No Data Available,Talawade hospital,0,2,dehugaon vitthalwadi,Pune,10,0,1619761840000,DCHC,CS/Nagarpalika,0,0,3,Chargeable
411,17,0,,0,Dr Sunil Shewale,"9881435523, 9766990820",No Data Available,"Tulja Bhavani Hospital, Junnar",3,2,Junnar,Pune,0,0,1619759082000,DCHC,CS/Nagarpalika,0,0,15,Chargeable
412,30,0,,10,No Data Available,9226361672,No Data Available,Varadvinayak Multi Speciality Hospital Mandavgan Pharata,0,5,Mandavgan Pharata Tal Shirur Dist Pune,Pune,15,0,1619935820000,DCHC,CS/Nagarpalika,30,0,0,Chargeable
413,34,0,,16,No Data Available,8975134242,No Data Available,Vighnaharta Hospital Narhe,0,2,narhe,Pune,12,0,1619767293000,DCHC,CS/Nagarpalika,0,0,4,Chargeable
414,10,0,,2,No Data Available,9922507626,No Data Available,"Vighnaharta Multi Specialty Hospital, Shirur",0,0,"Shirur, Pune",Pune,8,0,1619920795000,DCHC,CS/Nagarpalika,0,0,0,Chargeable
415,50,0,,30,No Data Available,9226837010,No Data Available,Yogeshwari Hospital,0,4,"Shalimar Chowk, Daund",Pune,10,0,1619760367000,DCHC,CS/Nagarpalika,50,0,6,Chargeable
416,22,0,,18,No Data Available,9860011625,No Data Available,"PANSARE HOSPITAL,Daund",0,0,"Daund, Pune",Pune,4,0,1619928643000,CCC,CS/Nagarpalika,0,0,0,Chargeable
417,30,0,,0,No Data Available,9421008333,No Data Available,RH Vadgaon Maval,0,0,Vadgaon Maval,Pune,30,0,1619761870000,CCC,CS/Nagarpalika,0,0,0,Chargeable
418,15,0,,5,Dr. Suyog Dhamdhere,8308838989,No Data Available,"Shree Hospital, Shikrapur",0,0,"chakan chowk, talegaon road, Shirkrapur",Pune,10,0,1619762426000,CCC,CS/Nagarpalika,0,5,0,Chargeable
419,30,0,,10,Dr. More,9657002025,MS,RH Nimgaon Ketki,0,2,Rural Hospital Nimgaon ketki,Pune,18,0,1619847133000,DCHC,Rural/DHO,30,0,0,Government Free
420,30,0,,0,Dr Darade,9890510426,MS,RH Rui,0,2,Pune,Pune,24,0,1619933935000,DCHC,Rural/DHO,0,0,4,Government Free
421,30,0,,0,No Data Available,8624953002,No Data Available,RH Velhe,0,2,"Velhe, Pune",Pune,28,0,1619689346000,DCHC,Rural/DHO,0,0,0,Government Free
422,100,0,,29,SDH Manchar,02133 223152,MS,SDH Manchar,0,11,Manchar Pune,Pune,56,0,1619925581000,DCHC,Rural/DHO,100,0,4,Government Free
423,315,0,,255,No Data Available,9867796743,MS,"ZP Covid Hospital, Hinjewadi, Pune",0,0,"Hinjewadi,  Pune",Pune,60,0,1619862369000,DCHC,Rural/DHO,315,0,0,Government Free
424,50,0,,50,No Data Available,9423802095,No Data Available,CCC Velha ITI Kondhawale,0,0,"At Kondhawale,post Antroli Tal Velha Pune",Pune,0,0,1619847473000,CCC,Rural/DHO,50,3,0,Government Free
425,123,0,,123,Dr Manisha Gawande,8149149390,Medical Officer,"Covid Care Center Tolani, Indori Hospital",0,0,"Covid Care Center Tolani, Indori, Taluka Maval, Talegaon",Pune,0,0,1619928432000,CCC,Rural/DHO,0,47,0,Government Free
426,110,0,,110,No Data Available,7709299066,No Data Available,Covid Care Centre Talegaon Dabhade,0,0,National institute Of post harvest technology vadgaon pune,Pune,0,0,1619841541000,CCC,Rural/DHO,110,49,0,Government Free
427,150,0,,50,No Data Available,9405854467,No Data Available,Vishwaraj Hospital,0,12,"Solapur Rd, Rajbaug, Loni Kalbhor",Pune,80,0,1619938934000,DCH,Rural/DHO,20,0,8,MPJAY Free
428,85,0,,33,No Data Available,9422011360,No Data Available,"Baramati Hospital, Baramati",0,6,Baramati,Pune,40,40,1619842525000,DCH,Rural/DHO,0,0,6,Chargeable
429,15,0,,10,No Data Available,9623331574,No Data Available,"Siddhivinayak Hospital, Nasrapur",0,0,"Nasrapur, Pune",Pune,5,0,1619762359000,DCH,Rural/DHO,15,0,0,Chargeable
430,50,0,,16,Dr. Mahesh Kudale,7038277196,Nodal Officer,Aadhar Multispecialty Hospital,0,1,"Behind Rajgurnagar Bank, old Pune mumbai Highway dehu road, Pune",Pune,23,0,1619856865000,DCHC,Rural/DHO,50,15,10,Chargeable
431,30,0,,15,No Data Available,9822634464 9657708642,No Data Available,"Amrut Hospital and Research Center, Alandi",0,0,Alandi Pune,Pune,15,0,1619610923000,DCHC,Rural/DHO,0,1,0,Chargeable
432,0,0,,0,Dr. Mahesh Patil,9775074911,Medical Officer,"Apple Hospital Bhugaon, Tal. Mulshi",0,0,Mulshi,Pune,0,0,0,DCHC,Rural/DHO,0,0,0,Chargeable
433,20,0,,8,No Data Available,9623649936,No Data Available,Arogya Criticare Hospital Baramati,0,1,Baramati,Pune,10,0,1619767609000,DCHC,Rural/DHO,25,0,1,Chargeable
434,70,0,,19,Dr. Ajit Mane,7385735137,MO,"Atharva  Hospital, Talegaon",0,3,Talegaon,Pune,38,0,1619848184000,DCHC,Rural/DHO,80,17,10,Chargeable
435,26,0,,13,No Data Available,9371333533,No Data Available,AUM Hospital somatane phata,4,1,Somatne Phata,Pune,7,5,1619841034000,DCHC,Rural/DHO,35,5,5,Chargeable
436,50,0,,10,No Data Available,9822351796,No Data Available,Bade Hospital Kamshet,0,8,"Kamshet, Pune",Pune,20,0,1619932903000,DCHC,Rural/DHO,50,8,12,Chargeable
437,20,0,,10,ULHAS FAKAD BANDAL,9960816139,MO,BANDAL HOSPITAL SHIRUR,0,0,"SHIRUR CHOUFULA ROAD KARDE,SHIRUR PUNE",Pune,10,0,1619756628000,DCHC,Rural/DHO,22,0,0,Chargeable
438,38,0,,0,9822459414,9822450414,No Data Available,Bhagyajay Hospital Baramati,0,0,Baramati,Pune,38,0,0,DCHC,Rural/DHO,40,0,0,Chargeable
