id,area,available_icu_beds_with_ventilator,pincode,district,hospital_poc_phone,total_beds_without_oxygen,available_beds_without_oxygen,hospital_poc_name,total_icu_beds_without_ventilator,total_beds_with_oxygen,hospital_phone,hospital_name,available_icu_beds_without_ventilator,total_icu_beds_with_ventilator,available_beds_with_oxygen,hospital_address,last_updated_on,hospital_category
697,Narsinghpur,-1,,Narsinghpur,9131993884,15,14,DR RISHI SAHU,0,10,", ",CHC KARELI,0,-1,0,,1619927149000,Government
698,Narsinghpur,-1,487001,Narsinghpur,7947343343,14,2,DR S K AGRAWAL,0,16,096695 47922,AGRAWAL HOSPITAL CCC NARASINGHPUR,0,-1,4,"Bahri Road, Patel Ward, Kandeli, Madhya Pradesh 487001, India",1619930704000,Private
699,Narsinghpur,-1,487001,Narsinghpur,9425169474,20,14,DR. N.K. MAHALWAR,0,0,094243 03723,ADIVASHI  GIRLS  HOSTEL KUMRAKHEDA BLOCK GOTEGAON CCC,0,-1,0,"Vipatpura, Housing board vipatpura, Narsinghpur, Madhya Pradesh 487001, India",1619929740000,Government
700,Narsinghpur,-1,,Narsinghpur,9340255988,5,4,DR ADITYA RAGUVANSHI,0,5,"6267545005, 9179100411",CHC SAIKHEDA CCC,0,-1,0,,1619929280000,Government
701,Narsinghpur,-1,487001,Narsinghpur,9755434786,30,24,DR  YASHEEN KHAN,0,0,"9516972656, 9826452150",GIRLS HOSTEL P.G.COLLEGE NARSINGHPUR,0,-1,0,"Girls College Rd, Narsinghpur, Madhya Pradesh 487001, India",1619927913000,Government
702,Narsinghpur,-1,,Narsinghpur,9303717927,0,0,DR. ANITA AGRAWAL,12,163,"9977867151, 7067954010",DH Narsinghpur - DCHC,3,-1,0,,1619923940000,Government
703,Narsinghpur,-1,,Narsinghpur,8319131512,10,10,DR S P AHIRWAR,0,10,"8319131512, 8319131512",CHC TENDUKHEDA CCC,0,-1,5,,1619927214000,Government
704,Narsinghpur,-1,,Narsinghpur,9752717253,0,0,DR NISHA SAHU,0,10,"7566956096, 8989433467",CHC GOTEGAON CCC,0,-1,0,,1619926841000,Government
705,Narsinghpur,-1,487001,Narsinghpur,9425168516,0,0,DR NEEKHRA,0,30,"7792232316, 9425168516",NEEKHRA HOSPITAL CCC NARSINGHPUR,0,-1,0,"Narsinghpur, Madhya Pradesh 487001, India",1619925204000,Private
706,Narsinghpur,-1,,Narsinghpur,7987199805,0,0,DR SRIKANT PATEL,0,30,"7987199805, 9300135230",SHRIDHAM HOSPITAL DCHC GOTEGAON,0,-1,30,,0,Private
707,Narsinghpur,-1,487001,Narsinghpur,9425168701,20,0,DR P PRAG PRADKAR,0,0,077922 35706,PARADKAR HOSPITAL  NARSINGHPUR,0,-1,0,"Kherinaka, Narsinghpur, Madhya Pradesh 487001, India",1619936482000,Private
708,Narsinghpur,-1,487337,Narsinghpur,8319131512,30,30,DR S P AHIRWAR,0,0,"8319131512, 8319131512",SEN. ANUSUCHIT JATI CHTRAWASH TENDUKHEDA,0,-1,0,"Tendukheda, Madhya Pradesh 487337, India",1619924964000,Government
709,Narsinghpur,-1,487551,Narsinghpur,7828252913,50,48,DR RAKESH BOHRE,0,50,"9691838502, 9039457265",CIVIL HOSPITAL GADARWARA,0,-1,0,"Bhabha Ward, Gadarwara, Madhya Pradesh 487551, India",1619923022000,Government
710,Narsinghpur,-1,487551,Narsinghpur,8004941289,50,1,DR VIDYA SABDE,0,0,"9109194494, 9109194494",JIVAN JYOTI HOSPITAL NTPC GADARWARA,0,-1,0,"Gadarwara, Madhya Pradesh 487551, India",1619932839000,Government
711,Neemuch,-1,458441,Neemuch,9425371000,0,0,DR. B.L. RAWAT CS,27,115,"9826455179, 9770789301",DH Neemuch - DCHC,0,-1,0,"Central Reserve Police Force, Neemuch, Madhya Pradesh 458441, India",1619927091000,Government
712,Neemuch,-1,458441,Neemuch,9907773719,46,16,Dr. Ashish Jain,0,0,"7828937618, 8085131511","K.G.B. CHHATRAWAS, Neemuch",0,-1,0,"Central Reserve Police Force, Neemuch, Madhya Pradesh 458441, India",1619926878000,Government
713,Neemuch,-1,458441,Neemuch,8839886604,30,24,ARPIT SAINI,0,0,"9575793508, 9399459832",VATSALYA BHAVAN,0,-1,0,"264, Gandhi Vatika Rd, Nagar Palika Colony, Neemuch Chawni, Neemuch, Madhya Pradesh 458441, India",1619925406000,Government
714,Neemuch,-1,,Neemuch,9424530320,0,0,Dr J.S.Satsangi,0,24,"9630371144, 9406629502",OLD NETRALAY MANASA,0,-1,3,,1619926807000,Government
715,Neemuch,-1,458441,Neemuch,9405517248,15,8,DR.NILESH PATIDAR,0,15,"9630208222, 9425974301",CARE WELL COVID CENTER,0,-1,6,"Bhageshwar Mandir Rd, Scheme No 3, Neemuch Chawni, Neemuch, Madhya Pradesh 458441, India",1619927546000,Private
716,Neemuch,-1,458441,Neemuch,8600356732,40,36,Dr M.K. Sinha,2,10,"8949789765, 9755742852",CRPF Hospital,2,-1,8,"Central Reserve Police Force, Neemuch, Madhya Pradesh 458441, India",1619927345000,Government
717,Neemuch,-1,458441,Neemuch,9424856022,0,0,DR. S.V CHORDIA,10,5,07423 220 739,CHORDIYA HOSPITAL,0,-1,0,"Alkoloid Colony, Neemuch Chawni, Neemuch, Madhya Pradesh 458441, India",1619927481000,Private
718,Niwari,-1,472442,Niwari,7024643436,50,32,Dr Zoyeb khan,0,0,"8770660172, 7024059677","PG College, Niwari",0,-1,0,"Niwari Rd, Niwari, Madhya Pradesh 472442, India",1619927460000,Government
719,Panna,-1,488001,Panna,9981531998,50,24,Dr G. p. arya,0,0,1800 11 2211,Sbi training centre bypass road panna,0,-1,0,"WARD NO 7, GOVIND CHOWK PANNA, Kishor Ganj, Bhopal, Madhya Pradesh 488001, India",1619925669000,Government
720,Panna,-1,488001,Panna,7022592358,0,0,DR BABUS JOSH,0,30,"8989869441, 8394841020",DCHC -Mother Teresa Hospital Panna,0,-1,30,"Panna, Madhya Pradesh 488001, India",1619925809000,Private
721,Panna,-1,,Panna,9981531998,50,50,Dr G P Arya,0,0,", ",CWSN Hostel bypass road Panna,0,-1,0,,1619925749000,Government
722,Panna,-1,471101,Panna,9179228727,45,41,DR. PRADEEP DWIVEDI,10,75,070242 62624,DH Panna - DCHC,10,-1,10,"Ken river edge (kachar), raneh fall Rd, Near Panna Tiger Reserve Village Badata, Khajuraho, Basata, Madhya Pradesh 471101, India",1619925587000,Government
723,Raisen,-1,464993,Raisen,8819865396,0,0,Sudheer Rangare,0,10,"8770250450, 9425028087",CHC OBEDULLAGANJ,0,-1,0,"Obaidullaganj, Madhya Pradesh 464993, India",1619922460000,Government
724,Raisen,-1,462046,Raisen,9981992632,0,0,Dr.R.V.Singh,5,10,"8085864518, 9981997401",Ganga Multispeciality Hospital   Mandideeep Dist.Raisen,0,-1,1,"Plot No-19, Seth Phoolchand Nagar, Kaliasot Pul, Near Hoshangabad Road, Mahaveer Nagar, Mandideep, Bhopal, Madhya Pradesh 462046, India",1619925095000,Private
725,Raisen,-1,,Raisen,7000391561,0,0,pursottum lodhi,0,10,"9425493774, 9425654502",CH Bareli,0,-1,4,,1619933957000,Government
726,Raisen,-1,462046,Raisen,9111333122,0,0,M AAADIL BEG Nodal officer,8,0,07480 231 990,"ASHA HOSPITAL, MANDIDEEP",2,-1,0,"Ward No. 2, Near Krishi Upaj Mandi, Nh-12, Vidya Nagar, Mandideep, Madhya Pradesh 462046, India",1619927659000,Private
727,Raisen,-1,464886,Raisen,7879184794,0,0,BHARAT SINGH GURJAR,0,10,07484 240 273,CHC SILWANI,0,-1,3,"Silwani, Madhya Pradesh 464886, India",1619928978000,Government
728,Raisen,-1,462046,Raisen,7067232626,7,2,ABHILASH TRIPATHI  nodal officer,6,1,07480 401 524,AROGYA HOSPITAL MANDIDEEP,2,-1,1,"Nh-12, near Central Bank Of India, Vidya Nagar, Mandideep, Madhya Pradesh 462046, India",1619925743000,Private
729,Raisen,-1,462046,Raisen,7987301139,8,5,DR ROHINI SHARMA	NODAL OFFICER,8,2,07480 401 006,"LALIT GEETANJALI MAKAN HOSPITAL , MANDIDEEP",0,-1,0,"Sector B, Ward Number 11, Mandideep, Bhopal, Madhya Pradesh 462046, India",1619927599000,Private
730,Raisen,-1,462046,Raisen,9993007201,0,0,Indu Thakkar,0,10,"9806244456, 9425028087",CH Mandideep,0,-1,0,"Mandideep, Bhopal, Madhya Pradesh 462046, India",1619922740000,Government
731,Raisen,-1,462046,Raisen,9589364230,0,0,Jitendra Singh Rathore,4,2,07480 405 050,Care and cure hospital mandideep,0,-1,0,"seth phool chand nagar, Mahaveer Nagar, Mandideep, Bhopal, Madhya Pradesh 462046, India",1619931146000,Private
732,Raisen,-1,464881,Raisen,9340887070,0,0,Sharad Gurjar,0,10,"9424433020, 9826265771",Civil hospital begumganj,0,-1,0,"Begamganj, Raisen, NH-86, Gairatganj Road, Raisen, Raisen, Madhya Pradesh 464881, India",1619933978000,Government
733,Raisen,-1,462046,Raisen,7000727271,6,4,DR MANISH MARAN,6,0,", ","JAIRAM HOSPITAL AND RESEARCH CENTER,MANDIDEEP",1,-1,0,"NH46, Vidya Nagar, Mandideep, Bhopal, Madhya Pradesh 462046, India",1619923268000,Private
734,Raisen,-1,464770,Raisen,8878031152,0,0,ashish chourasia,0,10,"9893437975, 7987791339",CHC Udaipura,0,-1,6,"Udaipura, Madhya Pradesh 464770, India",1619925566000,Government
735,Raisen,-1,464551,Raisen,9425050799,50,50,Dr M L Ahirwar,8,53,"7879995353, 9425492774","DH, Raisen - DCHC",0,-1,0,"Raisen, Madhya Pradesh 464551, India",1619928095000,Government
736,Raisen,-1,462046,Raisen,8770250450,50,46,Dr Ram mohan Raghuwanshi,0,0,", ",Indra Gandhi Covid Care Center Mandideep,0,-1,0,"Mandideep, Bhopal, Madhya Pradesh 462046, India",1619922384000,Government
737,Raisen,-1,464551,Raisen,7879995353,50,26,Dr. Vinod Parmar,0,0,07482 223 201,ANMTC CCC Raisen,0,-1,0,"MP SH 19, Raisen, Madhya Pradesh 464551, India",1619928484000,Government
738,Rajgarh,-1,465697,Rajgarh,9424046041,50,42,DR Manish CHauhan,0,0,073712 22022,CCC Sarangpur,0,-1,0,"Padlaya Road Colony, Sarangpur, Madhya Pradesh 465697, India",1619925313000,Government
739,Rajgarh,-1,465661,Rajgarh,8770673575,47,41,Dr Sudhir  kalawat,10,90,"9589054939, 7999406343",DH Rajgarh,0,-1,4,"Rajgarh, Madhya Pradesh 465661, India",1619926131000,Government
740,Rajgarh,-1,465661,Rajgarh,9111112666,50,32,Dr Yogesh Dangi,0,0,073722 55042,GNMTC CCC Rajgarh,0,-1,0,"Kalakhet, Rajgarh, Madhya Pradesh 465661, India",1619925420000,Government
741,Rajgarh,-1,465691,Rajgarh,9009406878,50,46,DR vivek Dubey,0,0,"9926391672, 9977152100",CCC Jeerapur,0,-1,0,"Jirapur, Madhya Pradesh 465691, India",1619946845000,Government
742,Rajgarh,-1,465674,Rajgarh,9425068079,50,19,Dr Atul BHaradwaj,0,0,094250 21625,CCC Biaora,0,-1,0,"Bhopal Road, Kachnariya, Rajgarh, near Highway Treat, Biaora, Madhya Pradesh 465674, India",1619925383000,Government
743,Rajgarh,-1,465669,Rajgarh,7354550869,50,47,Dr Gaurav Tripathi,0,0,"7987318040, 9926334386",CCC Narsinghgarh,0,-1,0,"Narsingh Garh, Rajgarh, NH-12, Narsingh Road, Rajgarh, Rajgarh, Madhya Pradesh 465669, India",1619925270000,Government
744,Ratlam,-1,,Ratlam,9926840003,9,9,Dr Dipesh Nabar,3,3,"7999058641, 7999058641",ASHIRWAD HOSPITAL,1,-1,0,,1619846425000,Private
745,Ratlam,-1,,Ratlam,9752343454,13,9,DR ABDUL QADRI,0,7,", ",BOYS HOSTEL ALOT,0,-1,0,,1619925880000,Government
746,Ratlam,-1,,Ratlam,9425103957,24,0,DR DR NILESH WADHWANI,9,17,"9425103957, 9425103957",RATLAM HOSPITAL,0,-1,0,,1619941447000,Private
747,Indore,-1,452006,Indore,9755238844,5,0,Nandkishore Patidar,7,13,098270 10439,G D HOSPITAL,0,-1,0,"Mahavir Bagh, Indore, Madhya Pradesh 452006, India",1619922988000,Private
748,Ratlam,-1,,Ratlam,9827533123,0,0,RAJESH AGRAWAL,4,7,"9827533123, 9827533123",DR JEETMAL AGRAWAL HOSPITAL,0,-1,0,,1619933687000,Private
749,Ratlam,-1,,Ratlam,9425354848,5,0,DR C S VERMA,0,9,"9425354848, 9425354848",MISHRI DEVI  HOSPITAL,0,-1,0,,1619943728000,Private
750,Ratlam,-1,,Ratlam,9425078178,30,6,ARUN MITTAL,0,8,"9425078178, 9425078178",JANAK HOSPITAL,0,-1,3,,1619928569000,Private
751,Ratlam,-1,,Ratlam,9424894249,0,0,DR RAJESH SHARMA,0,100,"6261328528, 7000591224",AYUSH HOSPITAL,0,-1,69,,1619921333000,Private
752,Ratlam,-1,,Ratlam,9424003322,100,61,Dr DEVENDRA NARGAWE,18,82,"9424003322, 9424003322",GMC Ratlam - DCHC,0,-1,0,,1619921802000,Government
753,Ratlam,-1,,Ratlam,7000288257,4,0,DR KIRTI SHAH,8,4,"9425104210, 9425104210",SHAH NURSING HOSPITAL,0,-1,0,,1619919412000,Private
754,Ratlam,-1,,Ratlam,9425107969,5,1,Dr Mahesh Maurya,6,4,"9425107969, 9425107969",Vedant Hospital,0,-1,0,,1619942731000,Private
755,Ratlam,-1,,Ratlam,7610698275,46,46,VENUS DEVID,0,4,"7610698275, 6060067423",ITI Bhavan Bajna,0,-1,1,,1619923170000,Government
756,Ratlam,-1,457001,Ratlam,9752492509,34,28,Dr Avinash Chandra,0,40,"9407542335, 9407542334",RAILWAY HOSPITAL,0,-1,0,"M.P.E.B Colony, Ratlam, Madhya Pradesh 457001, India",1619916461000,Government
757,Ratlam,-1,,Ratlam,9617771724,10,1,DR DEEPAK PALADIYA,0,60,"9617771724, 9617771724",JAORA CIVIL HOSPITAL,0,-1,0,,1619921622000,Government
758,Ratlam,-1,457001,Ratlam,9827657015,0,0,SUSHIL UPADHYAY,2,40,07412 244 881,CHL Jain Diwakar Hospital,0,-1,4,"Sagod Rd, Mohan Nagar, Dongre Nagar, Ratlam, Madhya Pradesh 457001, India",1619927208000,Private
759,Ratlam,-1,,Ratlam,8817769069,4,0,SURENDRA GOSWAMI,7,4,"8817769069, 8817769069",JEEVANSH HOSPITAL,0,-1,0,,1619942071000,Private
760,Ratlam,-1,,Ratlam,9424003322,202,145,Dr DEVENDRA NARGAWE,228,120,"9424003322, 9424003322",GMC Ratlam - DCH,18,-1,82,,1619922072000,Government
761,Jabalpur,-1,482003,Jabalpur,8989191919,0,0,GAURAV MOONAT,6,6,"8989191919, 8989191919",AROGYAM HOSPITAL,1,-1,1,"HD-13, Dhanwantary Nagar Main Rd, Near Union Bank, Dhanvantari Nagar, Jabalpur, Madhya Pradesh 482003, India",1619940608000,Private
762,Ratlam,-1,,Ratlam,9425980755,0,0,DR YOGESH NIKHRA,40,23,"9425980755, 9425980755",CIVIL HOSPITAL RATLAM,8,-1,0,,1619945951000,Government
763,Ratlam,-1,,Ratlam,9424048555,10,0,AMIT  NAGAR,0,10,"9424048555, 9424048555",MAA GAYATRI HOSPITAL,0,-1,10,,1619926953000,Private
764,Ratlam,-1,456006,Ratlam,7869703100,50,22,DR RAIS KHAN,0,0,0734 255 5121,NAVEEN KANYA PARISAR,0,-1,0,"Shirsagar Neema Ki Dharamshala, Malipura, Ujjain, Madhya Pradesh 456006, India",1619913001000,Government
765,Rewa,-1,,Rewa,7770940613,10,6,DR HARI SINGH,0,0,"7770940613, 7770940613",CHC CHAKGHAT,0,-1,0,,1619932859000,Government
766,Rewa,-1,,Rewa,7049650314,10,8,NA,0,0,"7049650314, 7049650314",CHC RAIPUR KARCHULIYAN,0,-1,0,,1619933154000,Government
767,Rewa,-1,,Rewa,8982315488,10,2,NA,0,0,"8982315488, 8982315488",CHC MAUGANJ,0,-1,0,,1619941511000,Government
768,Rewa,-1,,Rewa,8839250760,10,10,NA,0,0,"8839250760, 8839250760",CHC SEMARIYA,0,-1,0,,1619933201000,Government
769,Rewa,-1,,Rewa,9630849089,10,7,NA,0,0,"9630849089, 9630849089",CHC HANUMANA,0,-1,0,,1619931911000,Government
770,Rewa,-1,,Rewa,7987068874,10,8,NA,0,0,"7987068874, 7987068874",CHC GURH,0,-1,0,,1619940445000,Government
771,Rewa,-1,486001,Rewa,9174566996,0,0,Dr. Eishan Goyal,18,79,062608 07980,DH Rewa - DCHC,0,-1,63,"Ravindra Nagar, Rewa, Madhya Pradesh 486001, India",1619917584000,Government
772,Rewa,-1,,Rewa,8878021052,10,1,DR K B PATEL,0,0,"8878021052, 8878021052",CH TEONTHAR,0,-1,0,,1619919479000,Government
773,Rewa,-1,,Rewa,9589900458,10,10,DR R B SINGH,0,0,"9589900458, 9589900458",CH SIRMOUR,0,-1,0,,1619931103000,Government
774,Rewa,-1,486001,Rewa,8221923870,0,0,Dr. Ashutosh Asati,188,350,094246 06677,GMC - Rewa - DCH - Shyam Shah Medical College,0,-1,42,"Hari Bhushan Nagar, Rewa, Madhya Pradesh 486001, India",1619931964000,Government
775,Rewa,-1,,Rewa,9424354828,10,8,DR C M MISHRA,0,0,"9424354828, 9424354828",CHC GANGEO,0,-1,0,,1619940772000,Government
776,Rewa,-1,,Rewa,7987394022,10,10,NA,0,0,"7987394022, 7987394022",CHC GOVINDGRH,0,-1,0,,1619931780000,Government
777,Rewa,-1,486001,Rewa,9098360685,5,0,Dr. C. K. TRIPATHI,3,32,062608 07980,REWA HOSPITAL & RESEARCH CENTRE PVT LTE,0,-1,0,"Ravindra Nagar, Rewa, Madhya Pradesh 486001, India",1619927736000,Private
778,Rewa,-1,486001,Rewa,9617316444,0,0,DR VINAY PANDEY,14,32,076624 06000,VINDHYA HOSPITAL & Research Centre rewa,0,-1,2,"Near Old Bus Stand, Bansh Ghat Jai Stambh Chowk, Kamal Colony, Rewa, Madhya Pradesh 486001, India",1619928610000,Private
779,Rewa,-1,,Rewa,9200174256,10,7,DR R C PATEL,0,0,"9200174256, 9200174256",CHC NAIGADI,0,-1,0,,1619931279000,Government
780,Rewa,-1,,Rewa,9993446285,40,40,K D MISHRA,0,0,"9993446285, 9993446285",SAUDAMINI HOSPITAL  REWA,0,-1,0,,1619917652000,Private
781,Rewa,-1,,Rewa,6266257933,10,4,DR AGNIVESH MISHRA,0,0,"9324336978, 9324336978",CHC JAWA,0,-1,0,,1619940670000,Government
782,Rewa,-1,486001,Rewa,9993030554,50,40,DR DINESH SINGH,0,0,098939 49099,GAYANODAY HOSTAL,0,-1,0,"11/346, Tilak Nagar, Rewa, Madhya Pradesh 486001, India",1619917314000,Government
783,Sagar,-1,470001,Sagar,7987914119,45,19,DR N K SHAKYA,0,5,"8770788254, 8878086646",DH BIDI HOSPITAL,0,-1,0,"Arjani, Madhya Pradesh 470001, India",1619930224000,Government
784,Sagar,-1,470004,Sagar,8889211192,20,0,DR SANTOSH RAI,6,24,"7987393601, 7225938521",DR. RAI HOSPITAL,0,-1,0,"10th Bataliyan Road, State Bank Colony, 10th Battalion SAF, Makroniya, Madhya Pradesh 470004, India",1619924639000,Private
785,Sagar,-1,470228,Sagar,9009134714,10,2,Dr D K GOSWAMI,23,50,"8964840442, 9425154749",DH SAGAR DCHC,0,-1,0,"NH 26 Sironja, po, bikabhamhori, Madhya Pradesh 470228, India",1619929671000,Government
786,Sagar,-1,,Sagar,7746973778,50,22,DR SHAILNI JAIN,0,11,"9713300713, 9713300713",CHC DEORI,0,-1,0,,1619939084000,Government
787,Sagar,-1,470001,Sagar,7000883597,0,0,Dr RAMESH PANDEY,264,236,075822 36270,BMC - GMC Sagar - DCH,68,-1,60,"Shivaji Ward, Tili Rd, Vaishali Nagar, Sagar, Madhya Pradesh 470001, India",1619926674000,Government
788,Sagar,-1,,Sagar,7697275072,40,7,DR. SHEKHAR SHRIVASTAV,20,25,"6264877189, 8319326142",CH KHURAI,10,-1,0,,1619932921000,Government
789,Sagar,-1,470004,Sagar,6262033603,10,0,DR. PROMISE JAIN,20,50,062629 91234,SAGARSHREE HOSPITAL SAGAR,1,-1,0,"Sagar Rd, Shri Prabhakar Nagar, Makroniya, Madhya Pradesh 470004, India",1619927447000,Private
790,Sagar,-1,470001,Sagar,9424488070,100,93,DR SUNEEL JAIN,0,0,083498 24154,SVN HOSPITAL,0,-1,0,"Civil Line, Gopal Ganj, Sagar, Madhya Pradesh 470001, India",1619929544000,Government
791,Sagar,-1,,Sagar,8770618643,42,30,DR YOGESH SONI,0,12,"9179283943, 9753467066",CHC SHAHGARH,0,-1,3,,1619931693000,Government
792,Sagar,-1,470001,Sagar,9893950543,5,0,Vivek Jain,8,12,"9630801626, 7024366024",SUKRIT HOSPITAL,0,-1,0,"Unnamed Road, Patkui, Madhya Pradesh 470001, India",1619924646000,Private
793,Sagar,-1,470001,Sagar,9481770056,40,35,COL. ABHINAV ACHRYA,0,0,"9111295115, 6005181272",Military Hospital Sagar,0,-1,0,"Sagar Cantt., Sagar, Madhya Pradesh 470001, India",1619924084000,Government
794,Sagar,-1,,Sagar,9981662680,94,78,DR RAVINDRA RAJPOOT,0,20,"9926585295, 9303215779",CH BINA,0,-1,14,,1619942324000,Government
795,Sagar,-1,,Sagar,9131897624,29,20,DR KALYAN SINGH BENAL,0,11,"9907687455, 9685632331",CHC RAHATGARH,0,-1,3,,1619927868000,Government
796,Sagar,-1,,Sagar,9406556336,42,22,GEETA PRAJAPATI,0,28,"9406556336, 9406556336",VRIDHASHRAM GARHAKOTA,0,-1,7,,1619946490000,Government
797,Sagar,-1,,Sagar,9424452005,6,0,PRABHAT MISHRA,5,8,"9302911023, 9300493600",SURYA LIFECARE HOSPITAL,0,-1,0,,1619932228000,Private
798,Sagar,-1,470001,Sagar,9179333245,20,0,CHAITANYA HOSPITAL,3,30,"9425193835, 9179333245",SHRI CHAITANYA MAHAPRABHU HOSPITAL,0,-1,0,"Tilli Rd, Sri Ram Nagar, Gopal Ganj, Sagar, Madhya Pradesh 470001, India",1619928313000,Private
799,Sagar,-1,,Sagar,9977182617,44,36,JALAM AHIRWAR,0,6,", ",GYANVEER COLLEGE JAISINAGAR,0,-1,6,,1619929647000,Government
800,Sagar,-1,,Sagar,9981448363,10,9,Dr. Kavita Gahlot,0,4,"8602866171, 9713177882",AYUSHMAN HOSPITAL,0,-1,0,,1619928197000,Private
801,Sagar,-1,,Sagar,7509743222,100,45,DR RAVI MISHRA,0,0,"7509743222, 7509743222",GYANODAYA BOYS HOSTEL SAGAR,0,-1,0,,1619942547000,Government
802,Sagar,-1,,Sagar,7974193414,37,1,ASHISH SWAMI,0,13,"8827187928, 8959648407",SUYASH HOSPITAL,0,-1,1,,1619928627000,Private
803,Sagar,-1,470002,Sagar,9424427412,26,0,MR ANKUR SHRIVASTAVA,15,15,075822 66171,Bhagyodaya Hospital,0,-1,0,"Khurai Road, Achrya Vidhya Sagar Marg,, Shastri Nagar, Sagar, Madhya Pradesh 470002, India",1619932264000,Private
804,Sagar,-1,470001,Sagar,9424422744,2,0,dr. sarvesh jain,6,12,075822 98964,Shri Balaji Hospital and Trauma Center,0,-1,0,"Tilli, Sagar, Madhya Pradesh 470001, India",1619924244000,Private
805,Sagar,-1,470335,Sagar,9179668315,64,21,THIRTHESH JAIN,0,6,096177 02626,ITI COLLEGE KANTI BANDA,0,-1,0,"NH934, Banda, Madhya Pradesh 470335, India",1619924289000,Government
806,Satna,-1,485001,Satna,8223078203,8,0,Jagruti Singh,0,2,076724 15122,Pathak Hospital,0,-1,0,"Chanakyapuri Rd, ChankyaPuri Colony, Satna, Madhya Pradesh 485001, India",1619931035000,Private
807,Satna,-1,,Satna,9753750259,10,10,DR R K MISHRA,0,16,"8533033385, 7024358060",COVID CARE CENTER AMARPATAN,0,-1,7,,1619940929000,Government
808,Satna,-1,485001,Satna,9109451785,12,0,SARTHAK HOSPITAL,6,6,"9425812531, 7000029349",SARTHAK HOSPITAL SATNA,0,-1,0,"NH 75, Panna Khajuraho Rd, Distt, SherGanj, Satna, Madhya Pradesh 485001, India",1619945352000,Private
809,Satna,-1,485001,Satna,9589242131,0,0,DR PRABHAT SINGH,0,15,076724 94959,YASH HOSPITAL REWA ROAD SATNA,0,-1,0,"Laxminarayan estate Front of dominos Besides Punjab national bank, Maihar - Rewa Rd, Railway Colony, Satna, Madhya Pradesh 485001, India",1619920853000,Private
810,Satna,-1,210204,Satna,9981156964,20,4,DR DEEPAK SHARMA,0,5,076702 65320,JANKIKUND HOSPITAL CHITRAKOOT,0,-1,0,"sadguru seva sangh trust, Janki Kund, Chitrakoot, Madhya Pradesh 210204, India",1619946812000,Private
811,Satna,-1,,Satna,9098441788,3,3,DR SATENDRA NARAYAN PRASAD,0,7,", ",COVID CARE CENTER UNCHEHARA,0,-1,0,,1619934935000,Government
812,Satna,-1,485001,Satna,7415150225,18,10,Dr  Yogendra Singh,18,21,074151 50225,Shreeji Kanha Hospital,0,-1,0,"In front of Shere Punjab Jewellers, Rewa Rd, near Circuit House, MP Nagar, Satna, Madhya Pradesh 485001, India",1619940973000,Private
813,Satna,-1,485005,Satna,9827867607,2,0,Mr Harishankar MISHRA,11,7,095222 33700,M.P. BIRLA HOSPITAL SATNA,0,-1,0,"J.R Post Birla Vikas, Birla Rd, Birla Colony Campus, Satna, Madhya Pradesh 485005, India",1619941937000,Private
814,Satna,-1,,Satna,9827684250,2,2,DR SURAJ KUMAR THAKURIYA,0,8,"9424607450, 9039668870",COVID CARE CENTER RAMPUR BAGHELAN,0,-1,8,,1619940883000,Government
815,Satna,-1,485771,Satna,9300267473,50,20,Dr Pradeep Nigam,0,0,", ",Maihar CCC,0,-1,0,"Maihar, Maihar, Madhya Pradesh 485771, India",1619927059000,Government
816,Satna,-1,485001,Satna,9827369170,8,8,DR RAJNEESH JAISWAL,0,4,"9827226846, 9074342410",AAYUSHMAN HOSPITAL PVT LTD SATNA,0,-1,0,"Circuit House Chowk, Railway Colony, Satna, Madhya Pradesh 485001, India",1619946446000,Private
817,Satna,-1,485001,Satna,9589039233,3,0,DR NISHANT KUMBHARE,0,7,076724 22245,RAINBOW HOSPITAL BHARHUT NAGAR SATNA,0,-1,0,"Bharhut Nagar Rd, Navrang Park Colony, Bharhut Nagar, Satna, Madhya Pradesh 485001, India",1619932169000,Private
818,Satna,-1,,Satna,9981663012,5,5,DR RAJEEV PANDEY,0,5,"9893218353, 9893218353",COVID CARE CENTER MAJHGAWA,0,-1,1,,1619941125000,Government
819,Satna,-1,,Satna,7693030343,5,4,Dr Atul Agnihotri,0,5,", ",Sanjiwani Super Speciality Hospital Bus Stand Sayna,0,-1,0,,1619942132000,Private
820,Satna,-1,485881,Satna,9770088085,10,10,DR PRADEEP PANDEY,0,8,"9589265662, 8989950819",CHC DEVRAJNAGAR,0,-1,3,"Chc devrajnagar block devrajnagar, Gidhaila, Madhya Pradesh 485881, India",1619930259000,Government
821,Satna,-1,485001,Satna,9827062501,60,60,Dr. S.P. Tiwari,49,174,076722 23250,DH Satna - DCHC,0,-1,0,"Jagatdev Talab Rd, Pushpraj Colony, Jeevan Jyoti Colony, Satna, Madhya Pradesh 485001, India",1619939755000,Government
822,Satna,-1,,Satna,8319165715,5,5,DR GYANDESH GAUTAM,15,40,"9425810962, 9000000010",CH MAIHAR,0,-1,10,,1619926221000,Government
823,Satna,-1,,Satna,9424781662,100,40,MR BHUPENDRA SINGH,0,0,", ",CCC Tribal Hostal Adarsh Nagar Satna,0,-1,0,,1619933786000,Government
824,Satna,-1,,Satna,9584114243,8,2,DR VINAY RAVI,0,7,"7000436476, 8989950819",COVID CARE CENTER RAMNAGAR,0,-1,5,,1619929977000,Government
